title,url,org,body,election_news_confidence
Judge Overturns Tom Brady's Four-Game Suspension,http://www.buzzfeed.com/lindseyadler/judge-overturns-tom-bradys-four-game-suspension,buzzfeed,"Tom Brady's four-game suspension by the NFL has been overturned by a federal judge. In a ruling issued TK, Judge Richard Berman said Thursday.",0.34821963429291303
CANADA STOCKS-TSX rises at open as trade deficit narrows,http://feeds.reuters.com/~r/reuters/companyNews/~3/sE0L3r6P2lA/story01.htm,reuters,"TORONTO, Sept 3 Canada's main stock index rose

at the open on Thursday, with most of the index's key sectors

advancing, as the latest economic data showed the country's

trade deficit narrowed more than expected, to an eight-month low

of C$593 million.

The Toronto Stock Exchange's S&P/TSX composite index

rose 31.26 points, or 0.23 percent, to 13,576.51.

Seven of the index's 10 main groups rose.

(Reporting by Solarina Ho; Editing by Chizu Nomiyama)",0.47068092589931781
Bush says he'd back Trump as Republican presidential candidate,http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/4oCnw98Ff_Y/story01.htm,reuters,"WASHINGTON Jeb Bush said on Thursday he would back fellow Republican presidential hopeful Donald Trump if the businessman-turned-politician wins the party's nomination for the 2016 presidential election and Hillary Clinton is the Democratic nominee.

Asked if he would support Trump as Republican nominee over Clinton in the November 2016 contest, Bush said, ""I would, of course.""

""We need to be unified. We need to win,"" Bush, the former Florida governor, said in an interview on ABC's ""Good Morning America"" television program, one day after Trump told the same show he would back Bush over Clinton.

Bush and Trump have been engaged in public attacks on each another as they vie for the party's nomination.

Trump has spent weeks taunting Bush, one of his closest rivals in public opinion polls in the large Republican field. The real estate mogul and television personality has mocked Bush as ""low-energy,"" and this week criticized him for answering a question in Spanish.

The Bush campaign initially had avoided engaging in a war of words with Trump. But on Wednesday, Bush's advisers signaled a new effort to fight back with campaign ads and social media efforts.

On Thursday, Bush took issue with Trump's tactics and called on his rival to tone down his attacks. Trump has made controversial remarks about immigration and Latinos. Bush, whose wife was born in Mexico, told ABC that diversity adds vitality to the country.

""I think Donald Trump trying to insult his way to the presidency is not going to work. People want an uplifting, hopeful message,"" he said.

Bush added that Trump should ""figure out a way to lessen the divisive language, the hurtful language and talk about the aspirations of the American people, rather than trying to prey on their fears.""

Reuters/Ipsos polling shows Trump with support among nearly 31 percent of self-identified Republicans as of Sept. 1, with Bush garnering support among nearly 12 percent, behind former neurosurgeon Ben Carson.

(Reporting by Susan Heavey; Editing by Jeffrey Benkoe)",0.99999999702386133
Trump expected to sign Republican loyalty pledge Thursday: report,http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/ojHLn_Yu25E/story01.htm,reuters,"WASHINGTON U.S. presidential hopeful Donald Trump is expected on Thursday to pledge that he will not run as an independent candidate if he loses the Republican Party's nomination, ABC News reported, citing a source familiar with Trump's conversations with the party.

Trump, a real estate mogul, has suggested he would consider an independent run if Republicans did not nominate him as their candidate. The Republican National Committee has asked its pool of 17 candidates to sign a loyalty pledge to ensure future party unity.

ABC News reported that Trump has not told Republican leaders directly how he planned to handle the pledge, but a Trump spokeswoman said he would make a decision Thursday.

One of Trump's key rivals, Jeb Bush, the former Florida governor, told ABC's ""Good Morning America"" on Thursday he would back Trump if the businessman-turned-politician won the party's nomination for the 2016 presidential election and Hillary Clinton is the Democratic nominee.

Trump, on the same program, also said he would back Bush over Clinton.

Reuters/Ipsos polling shows Trump with support among nearly 31 percent of self-identified Republicans as of Sept. 1 with Bush garnering support among nearly 12 percent, behind former neurosurgeon Ben Carson.

(Reporting by Alina Selyukh; Editing by Jeffrey Benkoe)",0.99998837982177624
Former Obama adviser Axelrod joining CNN,http://www.cnn.com/2015/09/03/politics/david-axelrod-joins-cnn/index.html,cnn,"Washington (CNN)David Axelrod, who was instrumental in electing President Barack Obama to the White House twice, will be joining CNN as a senior political commentator starting Friday.

""An all-around respected, well-connected commentator on the American political scene, we are delighted to have David join us and look forward to him sharing his political analysis with our global audience,"" CNN Washington Bureau Chief Sam Feist said in a statement Thursday morning.

Axelrod, a University of Chicago alum, currently runs the university's Institute of Politics.

He has long been one of Obama's most trusted campaign gurus. He was a senior adviser during Obama's first term, ran both his White House bids and Obama's 2004 U.S. Senate race. Prior to that, Axelrod played a role in other major campaigns, including the Senate and presidential races of Paul Simon, the mayoral campaign of Harold Washington, the gubernatorial campaign of Deval Patrick, Hillary Clinton's campaign for the U.S. Senate in 2000, and the presidential campaigns of Bill Clinton and John Edwards.

Axelrod got his start as a reporter with the Chicago Tribune, covering state, local and national politics, before beginning his own political consulting firm. He recounted his life in politics recently in the memoir ""Believer: My Forty Years in Politics.""",0.52229721464458212
Christie knocks Paul dismissal of heroin crisis,http://www.cnn.com/2015/09/03/politics/chris-christie-rand-paul-heroin-crisis/index.html,cnn,"Washington (CNN)New Jersey Gov. Chris Christie knocked opponent Rand Paul Thursday for appearing to dismiss the growing heroin crisis in the U.S. at a recent campaign event New Hampshire.

Paul, speaking in Manchester, said people who work don't do heroin.

""People always come up to me and say, 'We got heroin problems and all these other problems.' You know what? If you work all day long, you don't have time to do heroin,"" Paul had said Wednesday night.

Played the clip on CNN's ""New Day,"" Christie said that drug addiction needs to be taken seriously.

""Drug addiction is a disease. And it's a failing to try drugs in the first place,"" Christie told CNN. ""But, there but for the grace of God, go I. And everyone makes mistakes that they look back on and would like to do differently. And we should treat it as a disease.""

RELATED: Paul says people who work don't do heroin

Christie touted his use of drug courts in New Jersey and treatment programs to help fight the growing epidemic.

The White House announced last month that it would spend $2.5 million to fight heroin trafficking along the East Coast. Overdose deaths from heroin have nearly quadrupled since 2002.

The issue has risen to the center of the presidential debate in New Hampshire, where heroin use has spiked.

Paul supported improved drug treatment in a proposal earlier this year.",0.911966211164425
PHOTO: Dolphins' Suh emerges from ocean to give QBs nightmares,http://feeds.foxnews.com/~r/foxnews/sports/~3/Xxnm6NwsbjA/,fox,"Aug 11, 2015; Davie, FL, USA; Miami Dolphins defense tackle Ndamukong Suh (93) during training camp at Doctors Hospital Training Facility. Mandatory Credit: Steve Mitchell-USA TODAY Sports

We're just one week away from the start of the NFL regular season as teams and fans prepare for Week 1.

The Miami Dolphins kick off their season against the Washington Redskins on Sunday, Sept. 13, where Ndamukong Suh will make his team debut. Before he gets the chance to wreak havoc on the Redskins' offensive line, he'll be terrifying readers with his front page photo for the Miami Herald's football preview section.

Whether Suh is actually standing in the Atlantic Ocean or not is unclear, but it's terrifying, nonetheless. That's what Redskins quarterback Kirk Cousins will see in his face early and often next Sunday as he'll be doing his best to elude Suh all game long.

For now, Cousins should probably shy away from looking at the Miami Herald.

(h/t Armando Salguero)",0.35088056759943903
U.S. Trade Gap Narrows in July,http://www.wsj.com/articles/u-s-trade-gap-narrows-in-july-1441283529,wsj,"WASHINGTON—The U.S. trade gap narrowed in July as demand grew overseas for American-made autos and industrial supplies.

The trade deficit with other nations shrank 7.4% from June to a seasonally adjusted $41.86 billion in July, the Commerce Department said Thursday. That was slightly lower than the $42 billion gap projected by a Wall Street Journal survey of economists.

Exports increased 0.4% to $188.5 billion, despite a strong dollar and economic weakness in major trade partners like China and Europe.

Imports fell 1.1% to $230.36 billion, reflecting slowing American demand for consumer goods like pharmaceuticals and mobile phones.

Trade figures can be volatile from month to month. Broader trends suggest international trade has slowed thanks to weak global growth. The U.S. trade deficit grew 3.6% in the first seven months of this year compared to the same period a year earlier. Exports fell 3.5% over that period while imports declined 2.2%.

Exports contributed to the post-recession comeback but have been uneven in the past 18 months. Europe’s ongoing economic woes and slowing growth in Asian trading partners like China have dampened demand for U.S. goods.

The U.S. trade deficit with China grew 8.5% in the first seven months of 2015 compared to the same period last year, Thursday’s report showed. The deficit with Japan grew 2.5%.

Write to Anna Louie Sussman at anna.sussman@wsj.com and Jeffrey Sparshott at jeffrey.sparshott@wsj.com",0.57283834871872885
Chipmaker Diodes to buy Pericom for $400 mln,http://feeds.reuters.com/~r/reuters/technologysectorNews/~3/c4gCNi7dICg/story01.htm,reuters,"Sept 3 Chipmaker Diodes Inc said it

would buy Pericom Semiconductor Corp in a deal valued

at about $400 million to boost its analog and mixed-signal chip

businesses.

Diodes' offer of $17 per share in cash represents a premium

of 39.6 percent to Pericom's Wednesday close.

(Reporting by Abhirup Roy in Bengaluru; Editing by Savio

D'Souza)",0.31528008069282931
Chipmaker Diodes to buy Pericom for $400 million,http://feeds.reuters.com/~r/reuters/technologyNews/~3/VDQCJbzKEDk/story01.htm,reuters,"Chipmaker Diodes Inc (DIOD.O) said it would buy Pericom Semiconductor Corp (PSEM.O) in a deal valued at about $400 million to boost its analog and mixed-signal chip businesses.

Diodes' offer of $17 per share in cash represents a premium of 39.6 percent to Pericom's Wednesday close.

(Reporting by Abhirup Roy in Bengaluru; Editing by Savio D'Souza)",0.3151716438270063
